snapshot_date,code,current_b0_raw_rank,current_b0_lane,current_b0_eligible,current_b0_reject_reasons,current_b0_selected,current_b0_pick_order,w4_return_pct,w4_stop8,snapshot_w4_return_pct,snapshot_w4_stop8,snapshot_price_valid
2025-12-26,FEIM,13,incomplete_evidence,False,non_actionable,False,,-4.2664,True,-5.52496,True,True
2025-12-26,HEI,1,fresh_demand_alpha,True,,True,1.0,0.0988,False,-0.092648,False,True
2025-12-26,HUT,2,constructive_pullback,True,,True,2.0,19.4501,False,17.284448,True,True
2025-12-26,HWM,5,constructive_pullback,False,non_actionable,False,,2.0838,False,1.740161,False,True
2025-12-26,IBKR,3,constructive_pullback,False,non_actionable,False,,18.0903,False,17.267495,False,True
2025-12-26,JPM,7,constructive_pullback,False,non_actionable,False,,-8.5417,True,-8.796239,True,True
2025-12-26,NU,15,incomplete_evidence,False,non_actionable|eps_unknown,False,,8.2184,False,7.637232,False,True
2025-12-26,NVDA,14,incomplete_evidence,False,non_actionable,False,,-0.0213,False,-1.50289,False,True
2025-12-26,SCHW,4,constructive_pullback,False,non_actionable,False,,0.4667,False,0.287442,False,True
2025-12-26,SMTC,12,incomplete_evidence,False,non_actionable,False,,7.6039,False,5.849875,False,True
2025-12-26,SNDK,16,incomplete_evidence,False,non_actionable,False,,96.1623,False,89.494101,False,True
2025-12-26,TSM,8,constructive_pullback,False,non_actionable|eps_unknown,False,,10.9649,False,10.5782,False,True
2026-01-02,ASML,9,standard_breakout,False,eps_unknown,False,,17.485,False,22.273834,False,True
2026-01-02,BIDU,8,standard_breakout,False,eps_unknown,False,,5.8824,False,1.916168,False,True
2026-01-02,BKR,15,incomplete_evidence,False,non_actionable,False,,13.3511,False,18.893416,False,True
2026-01-02,BTSG,5,constructive_pullback,False,non_actionable,False,,1.9735,False,2.265625,False,True
2026-01-02,FTAI,1,constructive_pullback,True,,True,1.0,28.0439,False,29.457883,False,True
2026-01-02,GEV,11,incomplete_evidence,False,non_actionable,False,,5.1765,True,6.968996,True,True
2026-01-02,HEI,10,incomplete_evidence,False,non_actionable,False,,-0.2623,False,0.522685,False,True
2026-01-02,HWM,2,constructive_pullback,False,non_actionable,False,,-1.8981,False,-1.712475,False,True
2026-01-02,LSCC,3,constructive_pullback,False,non_actionable,False,,0.3865,False,2.377622,False,True
2026-01-02,NYAX,12,incomplete_evidence,False,non_actionable|eps_unknown,False,,6.9971,False,8.026949,False,True
2026-01-02,RKLB,6,constructive_pullback,False,non_actionable,False,,7.3037,False,5.369128,False,True
