policy,panel,quarter,horizon,role,status,n,flagged_n,unknown_n,snapshot_weeks,matched_weeks,evidence_weeks,operational_cash_delta,cash_delta,cash_delta_gross,incremental_vs_random,stop_lift,avoided_gross_loss,foregone_gross_gain,saved_cost,coverage
r6_simple,all_entries,2024Q4,w2,PRIMARY,SUPPORTED,878,59,468,13,12,13,0.0010939157232204312,0.0010939157232204312,0.0009465577946636416,0.0012335113053910845,0.16797662141520167,0.004358242546263329,0.0034116847515996878,0.00014735792855678802,0.073678964278394
r6_simple,all_entries,2024Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,878,59,468,13,12,13,0.0013550364218849636,0.0013550364218849636,0.0012076784933281774,0.0018866791221985207,0.16797662141520167,0.005523228380369437,0.00431554988704126,0.00014735792855678802,0.073678964278394
r6_simple,all_entries,2024Q4,w4,PRIMARY,SUPPORTED,878,59,468,13,12,13,-0.0003349186465781035,-0.0003349186465781035,-0.00048227657513489334,0.0006024868011747843,0.16797662141520167,0.006163674259862268,0.00664595083499716,0.00014735792855678802,0.073678964278394
r6_simple,nonoverlap_w4,2024Q4,w1,PRIMARY,SUPPORTED,611,43,341,13,11,13,-0.0012124618154456248,-0.0012124618154456248,-0.0013725006148753878,-0.0010887539777570674,0.07812752903661994,0.002094770759659887,0.003467271374535274,0.00016003879942976407,0.08001939971488202
r6_simple,nonoverlap_w4,2024Q4,w2,PRIMARY,SUPPORTED,611,43,341,13,11,13,-0.0009844495243648244,-0.0009844495243648244,-0.0011444883237945874,-0.0004870500439532212,0.07812752903661994,0.0034289865884295757,0.0045734749122241635,0.00016003879942976407,0.08001939971488202
r6_simple,nonoverlap_w4,2024Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,611,43,341,13,11,13,-0.00031420550503822285,-0.00031420550503822285,-0.0004742443044679879,0.0005107458354471552,0.07812752903661994,0.005051794627955785,0.005526038932423773,0.00016003879942976407,0.08001939971488202
r6_simple,nonoverlap_w4,2024Q4,w4,PRIMARY,SUPPORTED,611,43,341,13,11,13,-0.002400761491136245,-0.002400761491136245,-0.002560800290566011,-0.0014674443851090814,0.07812752903661994,0.00575121983645405,0.00831202012702006,0.00016003879942976407,0.08001939971488202
r6_rdagent,all_entries,2025Q1,w1,PRIMARY,SUPPORTED,703,102,319,13,12,13,0.0032020524231122366,0.0032020524231122366,0.002918506399733963,0.001050210985176493,0.06350841099645242,0.005209679947196991,0.002291173547463027,0.00028354602337827265,0.14177301168913628
r6_rdagent,all_entries,2025Q1,w2,PRIMARY,SUPPORTED,703,102,319,13,12,13,0.0011806644900823476,0.0011806644900823476,0.0008971184667040733,0.0013250167209426964,0.06350841099645242,0.006864968196162594,0.00596784972945852,0.00028354602337827265,0.14177301168913628
r6_rdagent,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,703,102,319,13,12,13,-0.0005877285012131508,-0.0005877285012131508,-0.0008712745245914246,-0.00297436325534584,0.06350841099645242,0.007029128971867931,0.007900403496459358,0.00028354602337827265,0.14177301168913628
r6_rdagent,all_entries,2025Q1,w4,PRIMARY,SUPPORTED,703,102,319,13,12,13,-0.0008554327482990087,-0.0008554327482990087,-0.0011389787716772825,-0.002108295801753553,0.06350841099645242,0.006732006538604659,0.007870985310281941,0.00028354602337827265,0.14177301168913628
r6_rdagent,nonoverlap_w4,2025Q1,w1,PRIMARY,SUPPORTED,467,74,223,13,11,13,0.003510049548729396,0.003510049548729396,0.0032117758826479183,0.0006636762311121065,0.1622563710799005,0.005731381282793975,0.0025196054001460568,0.0002982736660814775,0.14913683304073871
r6_rdagent,nonoverlap_w4,2025Q1,w2,PRIMARY,SUPPORTED,467,74,223,13,11,13,0.0018671791923637157,0.0018671791923637157,0.001568905526282239,0.0016107636408190572,0.1622563710799005,0.008113522747834064,0.006544617221551825,0.0002982736660814775,0.14913683304073871
r6_rdagent,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,467,74,223,13,11,13,0.0002082134493666348,0.0002082134493666348,-9.00602167148409e-05,-0.00229883607053891,0.1622563710799005,0.008001140689898174,0.008091200906613017,0.0002982736660814775,0.14913683304073871
r6_rdagent,nonoverlap_w4,2025Q1,w4,PRIMARY,SUPPORTED,467,74,223,13,11,13,0.00022964468997289266,0.00022964468997289266,-6.862897610858515e-05,-0.0009316193003052026,0.1622563710799005,0.007626603127416889,0.007695232103525475,0.0002982736660814775,0.14913683304073871
r6_simple,all_entries,2025Q1,w1,PRIMARY,SUPPORTED,703,114,319,13,10,13,0.004260277761015465,0.004260277761015465,0.003965199711141112,0.00394158951146241,0.1808355800080575,0.008332014493850173,0.004366814782709059,0.00029507804987435253,0.14753902493717624
r6_simple,all_entries,2025Q1,w2,PRIMARY,SUPPORTED,703,114,319,13,10,13,0.008905137664712875,0.008905137664712875,0.008610059614838524,0.005649439712537763,0.1808355800080575,0.013533429976813421,0.004923370361974899,0.00029507804987435253,0.14753902493717624
r6_simple,all_entries,2025Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,703,114,319,13,10,13,0.007429522802483927,0.007429522802483927,0.0071344447526095756,0.0028878727100695627,0.1808355800080575,0.013008238196061573,0.005873793443452,0.00029507804987435253,0.14753902493717624
r6_simple,all_entries,2025Q1,w4,PRIMARY,SUPPORTED,703,114,319,13,10,13,0.004888146629676777,0.004888146629676777,0.004593068579802422,0.0006774257413854463,0.1808355800080575,0.01152647251778577,0.0069334039379833476,0.00029507804987435253,0.14753902493717624
r6_simple,nonoverlap_w4,2025Q1,w1,PRIMARY,SUPPORTED,467,87,223,13,10,13,0.003702458844440618,0.003702458844440618,0.0033529459654802517,0.002942173050976214,0.18238467157197807,0.009282531945721616,0.005929585980241365,0.0003495128789603664,0.17475643948018324
r6_simple,nonoverlap_w4,2025Q1,w2,PRIMARY,SUPPORTED,467,87,223,13,10,13,0.00998434535615229,0.00998434535615229,0.009634832477191923,0.0052804296289712714,0.18238467157197807,0.015991398541168676,0.006356566063976756,0.0003495128789603664,0.17475643948018324
r6_simple,nonoverlap_w4,2025Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,467,87,223,13,10,13,0.009316304366813617,0.009316304366813617,0.00896679148785325,0.003109488279822494,0.18238467157197807,0.015921860945695848,0.006955069457842597,0.0003495128789603664,0.17475643948018324
r6_simple,nonoverlap_w4,2025Q1,w4,PRIMARY,SUPPORTED,467,87,223,13,10,13,0.0069306498285714715,0.0069306498285714715,0.006581136949611103,0.0013088265806806276,0.18238467157197807,0.0146442830456463,0.008063146096035197,0.0003495128789603664,0.17475643948018324
r6_rdagent,all_entries,2025Q2,w1,PRIMARY,SUPPORTED,399,106,258,13,11,13,-0.003561138923187383,-0.003561138923187383,-0.004114803594791098,-0.0009799254804450995,0.019077134986225895,0.0036129166834876934,0.00772772027827879,0.0005536646716037138,0.27683233580185684
r6_rdagent,all_entries,2025Q2,w2,PRIMARY,SUPPORTED,399,106,258,13,11,13,-0.003866193225884773,-0.003866193225884773,-0.004419857897488487,0.003976959757309549,0.019077134986225895,0.005846421655962514,0.010266279553451005,0.0005536646716037138,0.27683233580185684
r6_rdagent,all_entries,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,399,106,258,13,11,13,-0.0031085118666934848,-0.0031085118666934848,-0.003662176538297197,0.00894167639133021,0.019077134986225895,0.007056622129786723,0.010718798668083921,0.0005536646716037138,0.27683233580185684
r6_rdagent,all_entries,2025Q2,w4,PRIMARY,SUPPORTED,399,106,258,13,11,13,-0.003535068428770367,-0.003535068428770367,-0.004088733100374079,0.014498319710369995,0.019077134986225895,0.008083637081149593,0.012172370181523673,0.0005536646716037138,0.27683233580185684
r6_rdagent,nonoverlap_w4,2025Q2,w1,PRIMARY,SUPPORTED,271,63,183,13,10,13,-0.003914486644028816,-0.003914486644028816,-0.0044063850181781375,-0.0013221562640050011,-0.023888888888888887,0.0030323076072829164,0.007438692625461054,0.00049189837414932,0.24594918707466
r6_rdagent,nonoverlap_w4,2025Q2,w2,PRIMARY,SUPPORTED,271,63,183,13,10,13,-0.006598353472714642,-0.006598353472714642,-0.007090251846863963,0.0030607325556204915,-0.023888888888888887,0.004039084680126233,0.011129336526990195,0.00049189837414932,0.24594918707466
r6_rdagent,nonoverlap_w4,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,271,63,183,13,10,13,-0.005963330117453038,-0.005963330117453038,-0.0064552284916023555,0.006819028529812425,-0.023888888888888887,0.005419337298933221,0.011874565790535575,0.00049189837414932,0.24594918707466
r6_rdagent,nonoverlap_w4,2025Q2,w4,PRIMARY,SUPPORTED,271,63,183,13,10,13,-0.0049379625209844975,-0.0049379625209844975,-0.005429860895133819,0.012376507686782817,-0.023888888888888887,0.0075450774968447805,0.012974938391978604,0.00049189837414932,0.24594918707466
r6_simple,all_entries,2025Q2,w1,PRIMARY,SUPPORTED,399,65,81,13,12,13,-0.00019338741355392347,-0.00019338741355392347,-0.0005203447978516545,0.0010257917901616317,0.010931311666605778,0.002646074058255398,0.0031664188561070523,0.0003269573842977326,0.16347869214886634
r6_simple,all_entries,2025Q2,w2,PRIMARY,SUPPORTED,399,65,81,13,12,13,-0.001142368676286971,-0.001142368676286971,-0.0014693260605847037,0.002466035030211498,0.010931311666605778,0.0036796285626609863,0.005148954623245689,0.0003269573842977326,0.16347869214886634
r6_simple,all_entries,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,399,65,81,13,12,13,-0.0019078658517508451,-0.0019078658517508451,-0.002234823236048576,0.003920267247119169,0.010931311666605778,0.004394601549540612,0.006629424785589189,0.0003269573842977326,0.16347869214886634
r6_simple,all_entries,2025Q2,w4,PRIMARY,SUPPORTED,399,65,81,13,12,13,-0.0027049052694766377,-0.0027049052694766377,-0.003031862653774359,0.007093830427595211,0.010931311666605778,0.004548889130564161,0.00758075178433852,0.0003269573842977326,0.16347869214886634
r6_simple,nonoverlap_w4,2025Q2,w1,PRIMARY,SUPPORTED,271,44,51,13,11,13,-0.0007812389336584898,-0.0007812389336584898,-0.0010945774271672237,0.001025322202907183,0.006088482224845873,0.0021549421358466932,0.003249519563013917,0.00031333849350873315,0.15666924675436655
r6_simple,nonoverlap_w4,2025Q2,w2,PRIMARY,SUPPORTED,271,44,51,13,11,13,-0.0023598231436887103,-0.0023598231436887103,-0.002673161637197443,0.002350768037848455,0.006088482224845873,0.0032485402473124256,0.005921701884509869,0.00031333849350873315,0.15666924675436655
r6_simple,nonoverlap_w4,2025Q2,w3,DIAGNOSTIC_ONLY,SUPPORTED,271,44,51,13,11,13,-0.003321510272330123,-0.003321510272330123,-0.003634848765838854,0.0035126054946984764,0.006088482224845873,0.0036538951979836983,0.007288743963822553,0.00031333849350873315,0.15666924675436655
r6_simple,nonoverlap_w4,2025Q2,w4,PRIMARY,SUPPORTED,271,44,51,13,11,13,-0.004165824957027478,-0.004165824957027478,-0.0044791634505362155,0.0063584715092528925,0.006088482224845873,0.0038496615009062005,0.008328824951442418,0.00031333849350873315,0.15666924675436655
r6_rdagent,all_entries,2025Q3,w1,PRIMARY,SUPPORTED,809,54,517,13,12,13,-7.160319214395121e-05,-7.160319214395121e-05,-0.00019978509062855936,0.0004434021178921834,0.458778305028305,0.0016226140249288022,0.0018223991155573616,0.0001281818984846083,0.06409094924230414
r6_rdagent,all_entries,2025Q3,w2,PRIMARY,SUPPORTED,809,54,517,13,12,13,0.0015386995670339531,0.0015386995670339531,0.0014105176685493457,0.002162517497261794,0.458778305028305,0.0035447605057351336,0.002134242837185788,0.0001281818984846083,0.06409094924230414
r6_rdagent,all_entries,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,809,54,517,13,12,13,0.0009721000043226527,0.0009721000043226527,0.0008439181058380422,0.0018166674297594603,0.458778305028305,0.004193450244072082,0.0033495321382340385,0.0001281818984846083,0.06409094924230414
r6_rdagent,all_entries,2025Q3,w4,PRIMARY,SUPPORTED,809,54,517,13,12,13,-0.00011893401830244892,-0.00011893401830244892,-0.00024711591678705665,0.0008022170611916508,0.458778305028305,0.0032540250738135,0.003501140990600556,0.0001281818984846083,0.06409094924230414
r6_rdagent,nonoverlap_w4,2025Q3,w1,PRIMARY,SUPPORTED,540,41,357,13,11,13,-0.0011741753076976557,-0.0011741753076976557,-0.0013217545302423742,-0.00018178397552589276,0.3791919007392153,0.0013762026962777845,0.0026979572265201585,0.00014757922254471918,0.07378961127235958
r6_rdagent,nonoverlap_w4,2025Q3,w2,PRIMARY,SUPPORTED,540,41,357,13,11,13,0.0004439340737633933,0.0004439340737633933,0.0002963548512186742,0.0015303404540849838,0.3791919007392153,0.0032478910788512,0.0029515362276325264,0.00014757922254471918,0.07378961127235958
r6_rdagent,nonoverlap_w4,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,540,41,357,13,11,13,-0.0006936259261359283,-0.0006936259261359283,-0.000841205148680651,0.0008875572892357519,0.3791919007392153,0.0037434275473682576,0.004584632696048908,0.00014757922254471918,0.07378961127235958
r6_rdagent,nonoverlap_w4,2025Q3,w4,PRIMARY,SUPPORTED,540,41,357,13,11,13,-0.0014202507059525543,-0.0014202507059525543,-0.0015678299284972717,0.00030217208606888544,0.3791919007392153,0.002896888174582589,0.004464718103079861,0.00014757922254471918,0.07378961127235958
r6_simple,all_entries,2025Q3,w1,PRIMARY,SUPPORTED,809,71,472,13,13,13,-0.00042022681906471004,-0.00042022681906471004,-0.000590174383876922,0.0002632805167581475,0.3335253296417704,0.0017932029951632082,0.00238337737904013,0.00016994756481221123,0.08497378240610563
r6_simple,all_entries,2025Q3,w2,PRIMARY,SUPPORTED,809,71,472,13,13,13,0.0005701615625491447,0.0005701615625491447,0.00040021399773693654,0.0012786737535303407,0.3335253296417704,0.0038221528949904608,0.003421938897253524,0.00016994756481221123,0.08497378240610563
r6_simple,all_entries,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,809,71,472,13,13,13,-0.0005036222576724741,-0.0005036222576724741,-0.0006735698224846861,0.0007626085590527975,0.3335253296417704,0.004597128435445067,0.005270698257929753,0.00016994756481221123,0.08497378240610563
r6_simple,all_entries,2025Q3,w4,PRIMARY,SUPPORTED,809,71,472,13,13,13,-0.000353329229660826,-0.000353329229660826,-0.0005232767944730357,0.0008808137038573765,0.3335253296417704,0.00441887947853229,0.0049421562730053254,0.00016994756481221123,0.08497378240610563
r6_simple,nonoverlap_w4,2025Q3,w1,PRIMARY,SUPPORTED,540,57,322,13,13,13,-0.001346025367056739,-0.001346025367056739,-0.0015522080003742553,-8.008106585423474e-05,0.2559939678932813,0.0018858749532803631,0.0034380829536546182,0.00020618263331751815,0.10309131665875906
r6_simple,nonoverlap_w4,2025Q3,w2,PRIMARY,SUPPORTED,540,57,322,13,13,13,-0.00041727951582512643,-0.00041727951582512643,-0.0006234621491426437,0.001024971437421568,0.2559939678932813,0.003682200555288351,0.004305662704430995,0.00020618263331751815,0.10309131665875906
r6_simple,nonoverlap_w4,2025Q3,w3,DIAGNOSTIC_ONLY,SUPPORTED,540,57,322,13,13,13,-0.0023885147714104962,-0.0023885147714104962,-0.002594697404728016,0.00010495181673820527,0.2559939678932813,0.004378308010010687,0.006973005414738704,0.00020618263331751815,0.10309131665875906
r6_simple,nonoverlap_w4,2025Q3,w4,PRIMARY,SUPPORTED,540,57,322,13,13,13,-0.00181367947745234,-0.00181367947745234,-0.0020198621107698576,0.0005430386721810138,0.2559939678932813,0.004297678432877756,0.006317540543647613,0.00020618263331751815,0.10309131665875906
r6_rdagent,all_entries,2025Q4,w1,PRIMARY,SUPPORTED,865,103,464,13,13,13,0.0008956439463343387,0.0008956439463343387,0.0006707956589794378,0.0010350991885816109,0.13372511408289586,0.0033571994841523267,0.0026864038251728883,0.00022484828735489987,0.11242414367744995
r6_rdagent,all_entries,2025Q4,w2,PRIMARY,SUPPORTED,865,103,464,13,13,13,0.0006204991505582932,0.0006204991505582932,0.0003956508632033922,0.0013453997745382516,0.13372511408289586,0.004884416030767858,0.0044887651675644645,0.00022484828735489987,0.11242414367744995
r6_rdagent,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,865,103,464,13,13,13,-0.0009711743764112802,-0.0009711743764112802,-0.0011960226637661808,0.0009572972298429378,0.13372511408289586,0.005674322923635848,0.006870345587402028,0.00022484828735489987,0.11242414367744995
r6_rdagent,all_entries,2025Q4,w4,PRIMARY,SUPPORTED,865,103,464,13,13,13,-0.0034326435355768706,-0.0034326435355768706,-0.003657491822931771,0.00014171317009395738,0.13372511408289586,0.0054058619202490875,0.009063353743180859,0.00022484828735489987,0.11242414367744995
r6_rdagent,nonoverlap_w4,2025Q4,w1,PRIMARY,SUPPORTED,604,80,330,13,13,13,0.0007849543510777338,0.0007849543510777338,0.000514262697478937,0.0007706308837396997,0.12785824856258296,0.0040549879828785254,0.0035407252853995896,0.00027069165359879714,0.13534582679939858
r6_rdagent,nonoverlap_w4,2025Q4,w2,PRIMARY,SUPPORTED,604,80,330,13,13,13,0.0007495972023336902,0.0007495972023336902,0.0004789055487348928,0.0015875058254022308,0.12785824856258296,0.006150868448142112,0.005671962899407218,0.00027069165359879714,0.13534582679939858
r6_rdagent,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,604,80,330,13,13,13,-0.0020509844835740394,-0.0020509844835740394,-0.0023216761371728355,0.0003787563746350453,0.12785824856258296,0.006563571141735706,0.008885247278908541,0.00027069165359879714,0.13534582679939858
r6_rdagent,nonoverlap_w4,2025Q4,w4,PRIMARY,SUPPORTED,604,80,330,13,13,13,-0.0055946999567544125,-0.0055946999567544125,-0.0058653916103532135,-0.0010950996947052213,0.12785824856258296,0.0059892619397744614,0.011854653550127676,0.00027069165359879714,0.13534582679939858
r6_simple,all_entries,2025Q4,w1,PRIMARY,SUPPORTED,865,103,464,13,13,13,0.0008956439463343387,0.0008956439463343387,0.0006707956589794378,0.0010350991885816109,0.13372511408289586,0.0033571994841523267,0.0026864038251728883,0.00022484828735489987,0.11242414367744995
r6_simple,all_entries,2025Q4,w2,PRIMARY,SUPPORTED,865,103,464,13,13,13,0.0006204991505582932,0.0006204991505582932,0.0003956508632033922,0.0013453997745382516,0.13372511408289586,0.004884416030767858,0.0044887651675644645,0.00022484828735489987,0.11242414367744995
r6_simple,all_entries,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,865,103,464,13,13,13,-0.0009711743764112802,-0.0009711743764112802,-0.0011960226637661808,0.0009572972298429378,0.13372511408289586,0.005674322923635848,0.006870345587402028,0.00022484828735489987,0.11242414367744995
r6_simple,all_entries,2025Q4,w4,PRIMARY,SUPPORTED,865,103,464,13,13,13,-0.0034326435355768706,-0.0034326435355768706,-0.003657491822931771,0.00014171317009395738,0.13372511408289586,0.0054058619202490875,0.009063353743180859,0.00022484828735489987,0.11242414367744995
r6_simple,nonoverlap_w4,2025Q4,w1,PRIMARY,SUPPORTED,604,80,330,13,13,13,0.0007849543510777338,0.0007849543510777338,0.000514262697478937,0.0007706308837396997,0.12785824856258296,0.0040549879828785254,0.0035407252853995896,0.00027069165359879714,0.13534582679939858
r6_simple,nonoverlap_w4,2025Q4,w2,PRIMARY,SUPPORTED,604,80,330,13,13,13,0.0007495972023336902,0.0007495972023336902,0.0004789055487348928,0.0015875058254022308,0.12785824856258296,0.006150868448142112,0.005671962899407218,0.00027069165359879714,0.13534582679939858
r6_simple,nonoverlap_w4,2025Q4,w3,DIAGNOSTIC_ONLY,SUPPORTED,604,80,330,13,13,13,-0.0020509844835740394,-0.0020509844835740394,-0.0023216761371728355,0.0003787563746350453,0.12785824856258296,0.006563571141735706,0.008885247278908541,0.00027069165359879714,0.13534582679939858
r6_simple,nonoverlap_w4,2025Q4,w4,PRIMARY,SUPPORTED,604,80,330,13,13,13,-0.0055946999567544125,-0.0055946999567544125,-0.0058653916103532135,-0.0010950996947052213,0.12785824856258296,0.0059892619397744614,0.011854653550127676,0.00027069165359879714,0.13534582679939858
r6_rdagent,all_entries,2026Q1,w1,PRIMARY,SUPPORTED,977,96,533,13,13,13,-0.0009277284002697343,-0.0009277284002697343,-0.001176108238750865,-0.00019560130861879835,0.12968025951109483,0.0036351017453257837,0.0048112099840766495,0.00024837983848113133,0.12418991924056565
r6_rdagent,all_entries,2026Q1,w2,PRIMARY,SUPPORTED,977,96,533,13,13,13,-0.00498232317821275,-0.00498232317821275,-0.005230703016693884,-0.00161839892984207,0.12968025951109483,0.004049605201270735,0.00928030821796462,0.00024837983848113133,0.12418991924056565
r6_rdagent,all_entries,2026Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,977,96,533,13,13,13,-0.008081644159006396,-0.008081644159006396,-0.00833002399748753,-0.0035176941299748412,0.12968025951109483,0.00376709744121977,0.0120971214387073,0.00024837983848113133,0.12418991924056565
r6_rdagent,all_entries,2026Q1,w4,PRIMARY,SUPPORTED,977,96,533,13,13,13,-0.009413219448777852,-0.009413219448777852,-0.009661599287258989,-0.002792447845344786,0.12968025951109483,0.004068600718868263,0.013730200006127253,0.00024837983848113133,0.12418991924056565
r6_rdagent,nonoverlap_w4,2026Q1,w1,PRIMARY,SUPPORTED,666,74,385,13,13,13,-0.0016954843621517788,-0.0016954843621517788,-0.0019592629089323003,-0.0008274133344396081,0.14735062499070808,0.0038991249886286784,0.005858387897560978,0.00026377854678052157,0.13188927339026082
r6_rdagent,nonoverlap_w4,2026Q1,w2,PRIMARY,SUPPORTED,666,74,385,13,13,13,-0.007044708393755287,-0.007044708393755287,-0.007308486940535807,-0.0028482775658722277,0.14735062499070808,0.003789235066991128,0.011097722007526937,0.00026377854678052157,0.13188927339026082
r6_rdagent,nonoverlap_w4,2026Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,666,74,385,13,13,13,-0.010230609842741007,-0.010230609842741007,-0.01049438838952153,-0.004555980549848389,0.14735062499070808,0.00374367729012198,0.014238065679643513,0.00026377854678052157,0.13188927339026082
r6_rdagent,nonoverlap_w4,2026Q1,w4,PRIMARY,SUPPORTED,666,74,385,13,13,13,-0.01181069696556811,-0.01181069696556811,-0.012074475512348639,-0.004517212824540663,0.14735062499070808,0.004156817445060119,0.016231292957408758,0.00026377854678052157,0.13188927339026082
r6_simple,all_entries,2026Q1,w1,PRIMARY,SUPPORTED,977,92,576,13,12,13,-9.901408466938686e-06,-9.901408466938686e-06,-0.00018316906690756955,0.00038408604930562085,-0.06041114257832523,0.0017650615444018659,0.0019482306113094354,0.00017326765844063026,0.08663382922031511
r6_simple,all_entries,2026Q1,w2,PRIMARY,SUPPORTED,977,92,576,13,12,13,-0.001629332689797568,-0.001629332689797568,-0.0018026003482381982,4.4009175588169376e-05,-0.06041114257832523,0.0015787288177286408,0.003381329165966839,0.00017326765844063026,0.08663382922031511
r6_simple,all_entries,2026Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,977,92,576,13,12,13,-0.0026177694076372215,-0.0026177694076372215,-0.002791037066077854,-0.0004911431829474104,-0.06041114257832523,0.002327876667672639,0.005118913733750493,0.00017326765844063026,0.08663382922031511
r6_simple,all_entries,2026Q1,w4,PRIMARY,SUPPORTED,977,92,576,13,12,13,-0.0029737207404454927,-0.0029737207404454927,-0.0031469883988861237,0.0001351516218400447,-0.06041114257832523,0.002739349138116578,0.005886337537002702,0.00017326765844063026,0.08663382922031511
r6_simple,nonoverlap_w4,2026Q1,w1,PRIMARY,SUPPORTED,666,70,388,13,12,13,0.0001361442777099623,0.0001361442777099623,-6.347791319042195e-05,0.00043209996859493963,-0.045752972887064515,0.0020597341837289593,0.002123212096919381,0.0001996221909003845,0.09981109545019226
r6_simple,nonoverlap_w4,2026Q1,w2,PRIMARY,SUPPORTED,666,70,388,13,12,13,-0.001373289310771183,-0.001373289310771183,-0.0015729115016715678,0.0005848343411138309,-0.045752972887064515,0.0018759765626399478,0.003448888064311516,0.0001996221909003845,0.09981109545019226
r6_simple,nonoverlap_w4,2026Q1,w3,DIAGNOSTIC_ONLY,SUPPORTED,666,70,388,13,12,13,-0.0022983753345778113,-0.0022983753345778113,-0.0024979975254781983,8.440588229050495e-05,-0.045752972887064515,0.00278081157040748,0.0052788090958856785,0.0001996221909003845,0.09981109545019226
r6_simple,nonoverlap_w4,2026Q1,w4,PRIMARY,SUPPORTED,666,70,388,13,12,13,-0.002658126064119848,-0.002658126064119848,-0.0028577482550202343,0.0009020639305369944,-0.045752972887064515,0.003263574516462809,0.006121322771483044,0.0001996221909003845,0.09981109545019226
r6_rdagent,all_entries,2026Q2,w1,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,all_entries,2026Q2,w2,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,all_entries,2026Q2,w3,DIAGNOSTIC_ONLY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,all_entries,2026Q2,w4,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,nonoverlap_w4,2026Q2,w1,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,nonoverlap_w4,2026Q2,w2,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,nonoverlap_w4,2026Q2,w3,DIAGNOSTIC_ONLY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_rdagent,nonoverlap_w4,2026Q2,w4,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,all_entries,2026Q2,w1,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,all_entries,2026Q2,w2,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,all_entries,2026Q2,w3,DIAGNOSTIC_ONLY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,all_entries,2026Q2,w4,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,nonoverlap_w4,2026Q2,w1,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,nonoverlap_w4,2026Q2,w2,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,nonoverlap_w4,2026Q2,w3,DIAGNOSTIC_ONLY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
r6_simple,nonoverlap_w4,2026Q2,w4,PRIMARY,EMPTY_TEST_QUARTER,0,0,0,0,0,0,,,,,,,,,
