policy_id,family,policy_kind,components_kept,components_removed,removed_count,screen_shortlisted,confirmation_evaluated,screen_support_weeks,screen_mean_spread,screen_median_spread,screen_cvar_delta,screen_stop_delta_pct,screen_one_pick_ruins_delta_pct,screen_slot_coverage_pct,screen_full_top3_rate_pct,screen_jaccard_vs_b0,screen_ci_low,screen_ci_high,screen_positive_block_ratio,screen_block_summaries_json,confirmation_support_weeks,confirmation_mean_spread,confirmation_median_spread,confirmation_cvar_delta,confirmation_stop_delta_pct,confirmation_one_pick_ruins_delta_pct,confirmation_slot_coverage_pct,confirmation_full_top3_rate_pct,confirmation_jaccard_vs_b0,confirmation_ci_low,confirmation_ci_high,confirmation_positive_block_ratio,confirmation_block_summaries_json,pooled_support_weeks,pooled_mean_spread,pooled_median_spread,pooled_cvar_delta,pooled_stop_delta_pct,pooled_one_pick_ruins_delta_pct,pooled_slot_coverage_pct,pooled_full_top3_rate_pct,pooled_jaccard_vs_b0,pooled_ci_low,pooled_ci_high,pooled_positive_block_ratio,pooled_block_summaries_json,confirmation_risk_noninferior,pooled_risk_noninferior,b1_gate_pass,compression_gate_pass
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__freshness,minimal_b0,minimal_b0,lane|evidence_risk|eps_preference|weekly_volume|entry_volume,dry_false_penalty|freshness,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__eps_preference,minimal_b0,minimal_b0,lane|evidence_risk|freshness|weekly_volume|entry_volume,dry_false_penalty|eps_preference,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__weekly_volume,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference|entry_volume,dry_false_penalty|weekly_volume,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__entry_volume,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference|weekly_volume,dry_false_penalty|entry_volume,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__dry_false_penalty__distinct1,minimal_b0,minimal_b0,lane|evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,dry_false_penalty|distinct1,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__freshness,minimal_b0,minimal_b0,lane|dry_false_penalty|eps_preference|weekly_volume|entry_volume,evidence_risk|freshness,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__eps_preference,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|weekly_volume|entry_volume,evidence_risk|eps_preference,2,False,False,6,-0.8279,-2.4836,0.0,11.11,16.67,94.45,83.33,0.8667,-0.8279,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -1.6557, ""median_spread"": -4.9671, ""stop_delta_pct"": 22.22, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference|entry_volume,evidence_risk|weekly_volume,2,False,False,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference|weekly_volume,evidence_risk|entry_volume,2,False,False,6,-1.71,-3.4061,-1.3306,5.55,16.67,94.45,83.33,0.8667,-1.71,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -1.3306, ""mean_spread"": -3.4201, ""median_spread"": -8.9296, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__evidence_risk__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|freshness|eps_preference|weekly_volume|entry_volume,evidence_risk|distinct1,2,False,False,6,0.0957,0.2871,0.0,5.55,16.67,94.45,83.33,0.8667,0.0,0.0957,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.1914, ""median_spread"": 0.5742, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__eps_preference,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|weekly_volume|entry_volume,freshness|eps_preference,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference|entry_volume,freshness|weekly_volume,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference|weekly_volume,freshness|entry_volume,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__freshness__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|eps_preference|weekly_volume|entry_volume,freshness|distinct1,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference__weekly_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|entry_volume,eps_preference|weekly_volume,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|weekly_volume,eps_preference|entry_volume,2,False,False,6,-4.6516,-4.2219,0.0,0.0,0.0,94.45,83.33,0.9167,-4.6516,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -9.3032, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__eps_preference__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|weekly_volume|entry_volume,eps_preference|distinct1,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__weekly_volume__entry_volume,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference,weekly_volume|entry_volume,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__weekly_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|entry_volume,weekly_volume|distinct1,2,False,False,6,0.0,0.0,0.0,0.0,0.0,94.45,83.33,1.0,0.0,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__entry_volume__distinct1,minimal_b0,minimal_b0,lane|dry_false_penalty|evidence_risk|freshness|eps_preference|weekly_volume,entry_volume|distinct1,2,False,False,6,-2.1481,0.0,0.0,5.56,0.0,94.45,83.33,0.9167,-2.1481,0.0,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -4.2961, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__evidence_risk,minimal_b0,minimal_b0,freshness|eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty|evidence_risk,3,False,False,6,-5.0813,-6.9973,1.3338,5.55,16.67,94.45,83.33,0.4833,-5.0813,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.3338, ""mean_spread"": -12.4176, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__freshness,minimal_b0,minimal_b0,evidence_risk|eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty|freshness,3,False,False,6,-4.1475,-6.6257,3.7566,-5.56,0.0,94.45,83.33,0.5667,-4.198,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -9.7846, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__eps_preference,minimal_b0,minimal_b0,evidence_risk|freshness|weekly_volume|entry_volume,lane|dry_false_penalty|eps_preference,3,False,False,6,-5.8083,-6.9973,-3.0286,11.11,16.67,94.45,83.33,0.4833,-5.8083,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -13.8717, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__weekly_volume,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference|entry_volume,lane|dry_false_penalty|weekly_volume,3,False,False,6,-5.8083,-6.9973,-3.0286,11.11,16.67,94.45,83.33,0.4833,-5.8083,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -3.0286, ""mean_spread"": -13.8717, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__entry_volume,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference|weekly_volume,lane|dry_false_penalty|entry_volume,3,False,False,6,-5.3613,-6.9973,-0.3464,11.11,16.67,94.45,83.33,0.45,-5.3613,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": -0.3464, ""mean_spread"": -12.9776, ""median_spread"": -5.173, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__dry_false_penalty__distinct1,minimal_b0,minimal_b0,evidence_risk|freshness|eps_preference|weekly_volume|entry_volume,lane|dry_false_penalty|distinct1,3,False,False,6,-5.9656,-8.9169,-0.133,5.55,16.67,94.45,83.33,0.5167,-6.3406,0.5021,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -11.181, ""median_spread"": -3.8861, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__freshness,minimal_b0,minimal_b0,dry_false_penalty|eps_preference|weekly_volume|entry_volume,lane|evidence_risk|freshness,3,True,True,6,0.1514,0.1516,3.7566,-5.56,0.0,94.45,83.33,0.6167,0.1009,2.7418,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -1.1867, ""median_spread"": 0.3031, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",12.0,-1.2624,-4.2893,-1.0231,22.22,41.67,100.0,100.0,0.3083,-2.7611,1.522,0.5,"[{""block_id"": ""FWD_3"", ""cvar_delta"": -3.7815, ""mean_spread"": -6.7589, ""median_spread"": -9.3593, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -3.127, ""mean_spread"": 3.0044, ""median_spread"": 4.2855, ""stop_delta_pct"": 33.33, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -1.0231, ""mean_spread"": -2.5046, ""median_spread"": -7.7765, ""stop_delta_pct"": 33.34, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 0.0, ""mean_spread"": 1.2096, ""median_spread"": -8.4644, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",18.0,-0.7911,-2.707,-1.0231,12.96,27.78,98.15,94.44,0.4111,-3.9306,1.1244,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 4.4688, ""mean_spread"": 1.4896, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -1.1867, ""median_spread"": 0.3031, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_3"", ""cvar_delta"": -3.7815, ""mean_spread"": -6.7589, ""median_spread"": -9.3593, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_4"", ""cvar_delta"": -3.127, ""mean_spread"": 3.0044, ""median_spread"": 4.2855, ""stop_delta_pct"": 33.33, ""support_weeks"": 3}, {""block_id"": ""FWD_5"", ""cvar_delta"": -1.0231, ""mean_spread"": -2.5046, ""median_spread"": -7.7765, ""stop_delta_pct"": 33.34, ""support_weeks"": 3}, {""block_id"": ""FWD_6"", ""cvar_delta"": 0.0, ""mean_spread"": 1.2096, ""median_spread"": -8.4644, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}]",False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__eps_preference,minimal_b0,minimal_b0,dry_false_penalty|freshness|weekly_volume|entry_volume,lane|evidence_risk|eps_preference,3,False,False,6,-3.8891,-3.958,0.0,5.56,0.0,94.45,83.33,0.5667,-4.4461,2.2551,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 0.0, ""mean_spread"": -10.0333, ""median_spread"": -2.7649, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__weekly_volume,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference|entry_volume,lane|evidence_risk|weekly_volume,3,False,False,6,-5.0813,-6.9973,1.3338,5.55,16.67,94.45,83.33,0.4833,-5.0813,3.5073,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 6.7652, ""mean_spread"": 2.2551, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.3338, ""mean_spread"": -12.4176, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__entry_volume,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference|weekly_volume,lane|evidence_risk|entry_volume,3,False,False,6,-5.6631,-9.3411,2.5305,-0.0,16.67,94.45,83.33,0.4833,-5.6631,1.9447,0.5,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 2.0775, ""mean_spread"": 0.6925, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 2.5305, ""mean_spread"": -12.0187, ""median_spread"": -5.173, ""stop_delta_pct"": -0.0, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__evidence_risk__distinct1,minimal_b0,minimal_b0,dry_false_penalty|freshness|eps_preference|weekly_volume|entry_volume,lane|evidence_risk|distinct1,3,False,False,6,-5.4861,-7.4784,-0.133,0.0,0.0,94.45,83.33,0.5167,-5.8612,0.5021,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": -2.2504, ""mean_spread"": -0.7501, ""median_spread"": 0.0, ""stop_delta_pct"": 11.11, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 3.7566, ""mean_spread"": -10.222, ""median_spread"": -2.7365, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__freshness__eps_preference,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|weekly_volume|entry_volume,lane|freshness|eps_preference,3,False,False,6,-1.1,0.0,1.0199,-5.56,0.0,94.45,83.33,0.8333,-1.1,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.0199, ""mean_spread"": -2.2, ""median_spread"": 0.0, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
TRACK_D_MECH__MINIMAL_B0__DROP__lane__freshness__weekly_volume,minimal_b0,minimal_b0,dry_false_penalty|evidence_risk|eps_preference|entry_volume,lane|freshness|weekly_volume,3,False,False,6,-1.1,0.0,1.0199,-5.56,0.0,94.45,83.33,0.8333,-1.1,0.34,0.0,"[{""block_id"": ""FWD_1"", ""cvar_delta"": 0.0, ""mean_spread"": 0.0, ""median_spread"": 0.0, ""stop_delta_pct"": 0.0, ""support_weeks"": 3}, {""block_id"": ""FWD_2"", ""cvar_delta"": 1.0199, ""mean_spread"": -2.2, ""median_spread"": 0.0, ""stop_delta_pct"": -11.11, ""support_weeks"": 3}]",,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False
