selector_id,classification,train_oof_w4_med_spread,train_oof_w4_cvar_delta,train_oof_w4_stop_delta,val_w4_med_spread,val_w4_mean_spread,val_w4_cvar_delta,val_w4_stop_delta,val_support_weeks
signal_f1_lgbm_w2_distinct_industry,UNSTABLE,4.0648333333333335,-2.6886000000000028,38.0952380952381,-13.467066666666666,-9.189766666666666,-11.388033333333333,44.44444444444444,9
signal_f1_elastic_w2_pure_rank,INFERIOR,-4.9206,-6.0959999999999965,19.047619047619047,-13.61565,-17.781820833333335,-22.027666666666665,49.99999999999999,8
signal_f1_ridge_w2_pure_rank,INFERIOR,-4.9206,-6.0959999999999965,19.047619047619047,-13.61565,-17.781820833333335,-22.027666666666665,49.99999999999999,8
signal_agent_elastic_w4_portfolio_aware,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.122133333333334,-15.646422222222222,-26.02756666666667,51.85185185185186,9
signal_agent_ridge_w4_portfolio_aware,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.122133333333334,-15.646422222222222,-26.02756666666667,51.85185185185186,9
signal_agent_ridge_w4_pure_rank,INFERIOR,-3.0741999999999994,-18.96966666666667,28.57142857142857,-19.122133333333334,-15.646422222222222,-26.02756666666667,51.85185185185186,9
signal_agent_elastic_w4_pure_rank,INFERIOR,-3.0741999999999994,-18.96966666666667,28.57142857142857,-19.122133333333334,-15.654177777777777,-26.02756666666667,51.85185185185186,9
signal_agent_ridge_w4_distinct_industry,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.122133333333334,-16.808562962962963,-26.02756666666667,55.55555555555556,9
signal_agent_elastic_w4_distinct_industry,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.122133333333334,-18.609785185185185,-26.02756666666667,55.55555555555556,9
signal_f1_ridge_w4_portfolio_aware,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.8221,-14.742125925925926,-14.854833333333332,51.85185185185186,9
signal_f1_ridge_w4_pure_rank,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.8221,-14.742125925925926,-14.854833333333332,51.85185185185186,9
signal_f1_ridge_w4_distinct_industry,INFERIOR,-3.0741999999999994,-14.174833333333332,23.80952380952381,-19.8221,-15.904266666666665,-14.854833333333332,55.55555555555556,9
signal_f1_elastic_w4_portfolio_aware,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.8221,-17.07597407407407,-30.209633333333333,51.85185185185186,9
signal_f1_elastic_w4_pure_rank,INFERIOR,-3.0741999999999994,-14.174833333333332,28.57142857142857,-19.8221,-17.07597407407407,-30.209633333333333,51.85185185185186,9
signal_f1_elastic_w4_distinct_industry,INFERIOR,-3.0741999999999994,-14.174833333333332,23.80952380952381,-19.8221,-18.23811481481481,-30.209633333333333,55.55555555555556,9
signal_f1_lgbm_w4_pure_rank,UNSTABLE,1.41576666666667,-9.467199999999998,33.333333333333336,-22.4117,-15.67147777777778,-15.602033333333335,59.25925925925925,9
signal_f1_lgbm_w4_portfolio_aware,UNSTABLE,1.41576666666667,-0.6344666666666665,23.80952380952381,-22.4117,-16.0195,-16.80763333333333,62.96296296296296,9
signal_f1_lgbm_w4_distinct_industry,UNSTABLE,10.266633333333335,-0.6344666666666665,19.047619047619047,-22.4117,-16.917096296296297,-16.80763333333333,62.96296296296296,9
signal_agent_lgbm_w4_distinct_industry,UNSTABLE,10.266633333333335,7.126133333333334,19.047619047619047,-23.918,-14.338596296296297,-15.680499999999999,59.25925925925925,9
signal_agent_lgbm_w4_portfolio_aware,UNSTABLE,7.126133333333334,7.126133333333334,19.04761904761905,-23.918,-14.338596296296297,-15.680499999999999,59.25925925925925,9
signal_agent_lgbm_w4_pure_rank,UNSTABLE,1.41576666666667,0.5950666666666677,23.80952380952381,-23.918,-14.338596296296297,-15.680499999999999,59.25925925925925,9
